date,text,website,hotel
2017-05-25, The baggage man was rude asking us to find a better hotel in Mayfair just because we said it is a small room Be careful with the entrance 5 steps of stairs which you can not enter with your baby stroller Painting smell made me not sleep coughing no view to the street with small opening window Wifi is with fee costy hotel with no wifi access no nespresso machine even in Delux room only one elevator lift  ,Booking.com,Euston
2017-05-13, Food drink in Bistro expensive  Good selection at breakfast Beds comfortable Handy when travelling by train from Kings Cross Euston or St Pancreas Train Stations,Booking.com,Euston
2017-05-10, No staff at reception when I arrived queuing to get into breakfast Something strange about the bed the mattress felt cold and damp so I was shivering during the night  Just a walk to Covent garden Leicester Square Picadilly etc ,Booking.com,Euston
2017-05-08, If I had to be picky I would say the room could do with being a little bit bigger   I was impressed by how well sound proofed the windows were We were on the ground floor near the road and I was expecting to hear the traffic noise but it was nice and peaceful With the exception of an occasional police siren which you would hear on any floor Great location Was great being able to get the train to Euston on a Friday night and just walk across the road to the hotel Very handy for the tube and only a few stops to most of the main sights Staff Friendly and polite also held our luggage for us after check out which was a big help ,Booking.com,Euston
2017-04-28, I decided to eat an evening meal at the hotel as my family were coming to meet me there It was not good at all I would not choose to eat there again The food quality was very poor   The room was small which was alright as I was on my own ,Booking.com,Euston
2017-04-24, Fitness centre wasn t usable as under construction apparently Rooms extremely noisy outside traffic No parking Tiny rooms No bath   Great breakfast great location comfortable bed ,Booking.com,Euston
2017-04-24, We had first been given a room that was already occupied by other guests and just imagine the embarrassment walking into someone else s room in the middle of the night No apologies or explanation was made by the hotel staff Then our credit card got charged twice and we still haven t received our refund Having paid 250 per night for a room for 7 nights I expected better than this  ,Booking.com,Euston
2017-04-17, We requested a twin room 2 weeks in advance When we arrived we were told that there wasn t one available The shower was poor Overall quite disappointing for the price  ,Booking.com,Euston
2017-04-09, Tea and coffee are average and need more milk in rooms   Staff very friendly and helpful location is fantastic with Kings Cross Station 7 mins Walk away Room service very good ,Booking.com,Euston
2017-04-05, Whether it was because I booked through booking com I dont know but quality of room for a Hilton was poor The room I was allocated room 82 I think is next to cleaners store room they have no issues with slamming the hoovers out in the morning around 7am The bathroom was completed to a poor standard the shower screen didnt have a seal so water ran to the floor areas of skirting had paint drips from the walls Just looked and felt like a cheap hotel TV remote didnt work bulb out in lamp etc   The room was modern,Booking.com,Euston
2017-03-27, I cannot think it was all great   Beautifull hotel in a great location breakfast was delicious and the presence of the chef who regularly checked the food was nice to see Friendly helpful staff and spotless comfortable rooms On arrival the staff member who dealt with check in was incredible helpful and went over and beyond to help me with an issue ,Booking.com,Euston
2017-03-22, Although the wifi was free the signal was weak and iratic Hopefully once the renovation is complete it will improve   Rooms and beds were very comfortable and the lounge and bar were warm and inviting Room service was delicious and the staff were friendly and efficient Will definitely stay again ,Booking.com,Euston
2017-03-19, There were some improvements taking place which were a bit noisy on Sunday morning However it wasnt so bad   The hotel was perfectly located close to Euston station With a lovely pizza resteraunt a stones throw away It was perfect for us,Booking.com,Euston
2017-03-09, Just not the standard you d expect for What I paid I ve stayed at better budget hotels with free unlimited wifi and better options and breakfast Will stay at a travelodge next time   The bed was comfy ,Booking.com,Euston
2017-03-07, Room was way too small in the eves on the 4th floor The hotel was mid way through renovations and all seemed to be a mess Way too expensive under those circumstances   The bed was comfy ,Booking.com,Euston
2017-03-04, BUT THE BATHROOM WAS A BIT SMALL AND ALSO THE BED WAS CRAMPED WITH ACCESS ONLY ONE SIDE On arrival our room was full of luggage but this was quickly sorted out and we found it quite comfortable although we had to ring for milk with the tea coffee in the Room   WE REALLY ENJOYED THE BREAKFAST BEST THING ABOUT THE STAY THE SERVICE WAS EXCELLENT AND ALL THE STAFF VERY HELPFUL AND PLEASANT EFFICIENT AND PROFESSIONAL Loved the way they offered us extra Pancakes and served delicious Waffles at the Table too The Bacon was a little overcooked though A reasonable price for Central London The Area is very historic and interesting ,Booking.com,Euston
2017-02-20, The hotel is extremely noisy as there is building work going on that we wasn t aware of so every morning we was woken up before 8 00 am  Staff were nice and welcoming,Booking.com,Euston
2017-02-17, Room quite small for a family the bed was not comfy and a humming noise all night kept us awake The children had a sofa bed It was expensive for what we had   Nothing much ,Booking.com,Euston
2017-02-16, I see no reason in this day and age why there should be a cost for WiFi It s a necessity for foreign travellers and you can t tell me the Hilton can t afford to wear the cost   Location was great,Booking.com,Euston
2017-02-07, Room was located on the ground floor next to external bins So was rather noisy Not happy with the fact that people were conducting business meetings in the lounge when you re trying to enjoy a relaxing drink and was subjected to loud conversation of which are of no interest to me   The bed was comfortable but room could have been larger,Booking.com,Euston
2017-02-07, I prepaid for the stay but they blocked my debit card by 150 without informing me thus not allowing me to withdraw from my account It could have been very embarrassing if I had used my card in a retails place and it were rejected  ,Booking.com,Euston
2017-02-05, Hidden charges Got charged 50 for room service even though I never used it only to be told it ll get refunded in a week   Good bed Nice clean room ,Booking.com,Euston
2017-02-04, Except the location everything is very bad Also it is very noise in the morning Lift cannot be used since Last year October until now hv no diea when it can be used   Location,Booking.com,Euston
2017-01-30, would have liked a window which had an external view but that was our only negative  Food seemed to be fresh and not sitting too long under a lamp great choice as well staff were very good especially in the bar everything was spotless and our room was ready early,Booking.com,Euston
2017-01-30, Noise was very bad Lots of street noises Would be worthwhile to invest in triple paned windows for the rooms facing the street   The desk staff was fantastic Very helpful allowed me early checkin and held my baggage until my room was available ,Booking.com,Euston
2017-01-28, How close it was to the main road but not hotels fault it s nice for booking as constantly hearing sirens but that s London Didn t wake me up though 3 for a glass of coke in the bar should of had half a lager was cheaper but I am used to northern prices   Bed was comfy sunk right into it,Booking.com,Euston
2017-01-26,  This was a last minute stay as we had to change from a flight from Southampton to a train from St Pancras for a New Year s break The hotel was picked for its location as a very easy walk to the international station It was clean comfortable and after a stressful day caused by fog cancellations and travel plans going horribly wrong we were very happy with our accommodation for the night ,Booking.com,Euston
2017-01-24, The room is too small For the money I have paid I was expecting something just a bit more The internet free wifi was very slow Also the concierge did not answer to my phone call from the room I spent 15 20 minutes near the phone to ask a question It repeated not once seems that they have shortage in workers The breakfast was very poor standard poor quality english breakfast In addition the location is not good it is just on the road it does not have any bay for cars to drive in Was very difficult to catch a taxi because in front of the hotel the taxi could not stop by the law I did not like my stay at that hotel whereas I have paid a lot of money   The bathroom was very spacious and comfortable ,Booking.com,Euston
2017-01-17, Very cold in the restaurant people were moving their food into the bar area because l was so cold in the restaurant l did not finish my food even that was cold   Very good location great breakfast clean,Booking.com,Euston
2017-01-09, Rude staff when I asked why my account was charged 100 I wasn t informed this money would be taken Construction work on a Sunday morning and not once was I contacted informing me of this work I would have booked another hotel Kept up a lot of the night by the lift saying going up going down Poor hotel wouldn t expect to pay 100 for two nights never mind 300   Good location for Euston tube,Booking.com,Euston
2017-01-09, The entrance was dated and need renovation Gym was not available for use during our stay Quality of bathroom products was poor Wifi was poor and found the breakfast option very expensive   Excellent location Rooms were clean and well taken care of ,Booking.com,Euston
2017-01-08, Most of it Staff were rude Bathroom was dirty and fixture were dangerous  The heater didnt work hair in bathroom bathroom fan just sat in the hole in the wall not secured in staff finished there chatting before serving me and also bathroom light flickered,Booking.com,Euston
2017-01-04, When I checked in at 00 20 there was no one on the desk and no bell to ring for attention When the member of staff did eventually arrive I found him a little surly The staff in the morning were much friendlier and more helpful though   I loved that the single room had a single bed and that I was not charged for a double twin room as is usually the case The layout of the room was excellent and the bed was super comfortable,Booking.com,Euston
2016-12-24, Some work on the outside of the hotel scaffolding was up workmen wandering Didn t hear too much noise but it would have been nice to have been notified   Breakfast was great excellent choice of foods quality ingredients Room was very clean and the bed was large comfy ,Booking.com,Euston
2016-12-20, The Doors to the Bathroom WC in our room needs some repair you can hardly close or open them from inside the Bathroom unless you lift it up which i regard it to be very heavy even for 186cm Athletic like me   Customer care was good quick and tried to offer alternatives All Staff members were very polite and kind Specially the Concierge was very watchfull and forthcoming Thank you Sir ,Booking.com,Euston
2016-12-20, Ground floor room was a little noisy Stayed at this hotel before and always been 2 3rd floor and slept a lot better   Staff very friendly in the bar all rooms very nice ,Booking.com,Euston
2016-12-19, Front of house staff poor Very rough round edges Building work going on  When I told them I was working late and would not need breakfast as would be asleep to put me in a room next to the building work was terrible For a Hilton the level of service and state of the place was not 4 star If it was a franchise property not Hilton owned they simply wouldn t pass brand standards Not impressed at all and the staff blamed me for not telling them about it the night before when the building work didn t start until the morning Then offered me a free breakfast after breakfast was finished I should have suspected something when I checked in a couple came down saying they d been checked into a room that someone was in ,Booking.com,Euston
2016-12-19, Prices for coffee in the lounge was as expensive as a pint of Guinness   Was perfect location we visited so we could get around to various areas Hyde park oxford street Camden etc and as this is located next to the station links are very easy and perfect for getting about even if you wanted to get on the tour bus stopped right outside ,Booking.com,Euston
2016-12-18, Air conditioning was not working and the room was incredibly stuffy and very hot The maintenance chap tried to fix but it didn t work was too hot to sleep   The new decor ,Booking.com,Euston
2016-12-05, Loud building works  The location is great and the rooms have been recently refurbished and are very comfortable However there are very loud building works in the hotel which means no peace in the afternoon and they woke us up at 8am on Sunday so no lie in ,Booking.com,Euston
2016-12-05, Coffees expensive food choices in the bar limited We were lucky to get food at 10 15 pm after the theatre so that was a bonus   Great choice for breakfast room was very comfortable lovely bathroom only criticism is the towels need drying in the tumble dryer to fluff them up A very enjoyable stay and would stay there again Location perfect for our stay ,Booking.com,Euston
2016-11-28, No control over the heating in my room Concierge not always available Refurbishment taking a very long time   Comfortable location handy for British Museum and British Library Breakfast is good and time extended at weekends ,Booking.com,Euston
2016-11-20, Nothing  My husband and I stayed here for the night before his heart operation and were desperate for a good night s sleep The room was lovely and the beds were so comfy that we just couldn t help but drop off to sleep which was just what we needed Food in the bar was excellent too ,Booking.com,Euston
2016-11-20, Tiny shower with little water pressure no bath The tv didn t have a remote control which they remedied quite quickly Though part of our room service was fries and onion rings we weren t offered or given any sauces In the scheme of things these aren t a huge deal but you d expect a higher standard from a Hilton especially considering the price tag   Great location very comfortable bed ,Booking.com,Euston
2016-11-14, Was a fairly noisy area of the hotel that I stayed in and was disturbed a number of times late at night by loud doors and other guests   Liked location and Friendly Staff,Booking.com,Euston
2016-11-14, I paid a lot of money for 1 night to be very dissapointed by the level of noise on Sunday morning I knew there was refurbishment going on in the hotel however I didn t know that I would be getting the room right underneath all the drilling and renovating On a Sunday to be woken at 8am by drilling was not nice and plus this was a surprise for my other half so I was a little embarrassed If there was a money back guarantee I would be asking for a full refund   I loved the breakfast choice in the morning and the closeness of the hotel to the station,Booking.com,Euston
2016-11-10,  Very good location Great size room with a very comfortable bed Quiet and in the center of things at the same time Polite and friendly staff ensuring that we had everything we needed ,Booking.com,Euston
2016-11-08, I didn t think the reception staff were very friendly or welcoming Yet the breakfast staff were totally different and could not do enough for you ,Booking.com,Euston
2016-11-07, Too much noise could be heard from neighbours and people chatting on the corridor the windows in our room weren t double glazed so the noise of blue light sirens disturbed us throughout night It was also quite cold as the heating wasn t on but I think this is due to ongoing building work   Beautiful room comfy beds Lovely staff,Booking.com,Euston
2016-11-07, At check in the staff member seemed a little disinterested so wasn t overly enthusiastic at checking   I had stayed at this hotel before but since then seems like the rooms have been refurbished or are a lot more modern or maybe I got a better room this time Very nice d cor and the bed was very comfortable It is situated close to St Pancreas station so very convenient if you have just come off the Eurostar ,Booking.com,Euston
2016-11-06, Cooked breakfast was poor Arriving for breakfast at 9am on a Friday morning there were no eggs left no baked beans no bread selection and the bacon had been under the heat lamp that long we couldn t physically cut it with a knife I would expect these basic items to be readily available without having to ask staff I notified reception that morning to receive little interest Very disappointing  ,Booking.com,Euston
2016-11-04, As they are undergoing upgrading works the lift was not working Breakfast is pretty good but I do expect a little more from Hilton   The bed was very comfy The bedroom looks amazing Very well renovated Love the room ,Booking.com,Euston
2016-11-01, On ground floor romm 94 very nosiey bin collection that seemed to go on a long time in the middle of the night I had requested a quite room Shower not great   Bed was very good Check in out very swift ,Booking.com,Euston
2016-10-28, Longer cord for the hairdryer so it could reach the mirror   Very comfortable bed room size good Fabulous breakfast buffet This hotel exceeded my expectations after reading a few rather complaining reviews ,Booking.com,Euston
2016-10-25, The curtains in my room did not really cover the windows as thoroughly as I would have liked they moved too freely on the rail were not big enough for this to make covering the window work And the tv did not work in my room I mentioned this to the staff in the morning it did not bother me enough to complain they made notes to get it fixed  The bed was soooo comfy And the staff were friendly efficient professional,Booking.com,Euston
2016-10-25,  They windows are not isolated and we had the baby crib right to the window facing the street There wasn t a fireplace as showned on the pictures And the restaurant really needs a loving hand it looks horrible and old There should move the restaurant to the basement and have the breakfast served upstairs where there is light ,Booking.com,Euston
2016-10-18, The bedroom was disappointing it was a disabled room so no bath The work desk didn t have a mirror so drying my hair and putting my makeup on was difficult as the mirror was in the bathroom nowhere near a socket It was also very hot the air con didn t work and there was no extractor fan in the bathroom Apart from that the room was very clean and the staff were very helpful   Breakfast was lovely location was perfect for what we wanted to do for the weekend ,Booking.com,Euston
2016-10-10, lift did not work Senior manager needs to have a training on customer service and how to integrate with customers   rooms are very cosy Reception staff very helpful Breakfast is very good so is the restaurant staff ,Booking.com,Euston
2016-10-09, No lift and no offer of compensation for trekking up 3 flights of stairs with luggage Room key card then didn t work when we got to room at night even though not been kept by mobile phone Breakfast staff were rude didn t acknowledge us until we asked to be sat down Didn t listen to our order so brought coffee not tea Cooked breakfast was cheap food that had sat for a long time and was one of worst hotel breakfasts id ever had Put us off hiltons  Room was nice,Booking.com,Euston
2016-10-09, The lift was out of order and it was a real challenge to have to walk up and down the stairs my room was o The 4th floor and I m pregnant The stairwell area hadn t been refurbished like the rest of the hotel wasn t even particularly clean   Room and room decor was very nice Fairly recently refurbished ,Booking.com,Euston
2016-10-08, Tired Not at all a Hilton in terms of ambience Carpets dirty tired Breakfast room very TravelLodge like   Comfy bed and quiet away from traffic but central location,Booking.com,Euston
2016-10-06, Night receptionist was very rude and unhelpful We received the wrong room and he refused to help claiming the hotel was full and that what is it Funnily enough I could still book the exact same room over the Internet through the Hiltons direct website  Breakfast staff were lovely and was a good selection,Booking.com,Euston
2016-10-04, breakfast selection can be improved or change Was charged extra for a cappuccino though in most Hilton it is all inclusive   room is clean and beds comfortable Check in was no issue and same for check out smooth overall the staff are friendly,Booking.com,Euston
2016-10-03, I booked a double room for five days but I received a single room so small that we couldn t move in side the room The air conditioned does not work in almost all rooms I spent three days stewing me in a micro oven warm room After I have complained a lot they change us for four times until find a working aircon After complain a lot about the size when they put us in a very much smal room just could accommodate one person they show us a room bigger promised a room like that but put us in another very smal room Nevertheless many employes are from abroad I realized this hotel does not like very much foreign people If you are not a blond blue eye England person they will put you in a very smal micro oven warm wormy room The breakfast is worm with rotten fruits The service room bring us the worst meal that I ever have seen in all my life The pizza is fast food meal bought on the market of the corner The hand mad meat and rice from the menu is an absolut lie is ready food bought on the corner as well The elevator is broken for a long time ago for many months so guests have to use a very bad smelling fire stairs The hotel does not intend to fix the elevator it s hall is now just a dirty and messy deposit Finally Internet wifi is terrible does not work most part of time To be in this hotel is waste of money Don t you believe in it Try on it and after that put your opinion here I m gonna waiting   Only thing almost good is the location some minutes by walk from Euston Metro Station ,Booking.com,Euston
2016-10-03, Elevator did not work for 2 days The corridors and the room were smelly They should air rate the place The windows were not sound proof so the noise from the street can be heared in the room There was a refrigerator in the room but it was empty except for 2 bottles of water So I have to go out get some snacks   concierge service was excellent,Booking.com,Euston
2016-10-01, Dark room too warm With an early train to Europe I was offered a packed breakfast this was not ready and took far too long making me late The staff were most unhelpful The breakfast consisted of an apple an orange a dry roll and a childs fruit drink If that is your standard i hope i never find myself in a Hilton Hotel ever again again Certainly the worst and most expensive hotel in a 20 day rail journey from London to China  Nothing,Booking.com,Euston
2016-10-01, The lift didnt work The air conditioning didnt work The room was too hot and the window would not stay open We could not have the room until 4pm instead of 3 which messed up our evening arrangements I would not return   It was very clean and well decirated,Booking.com,Euston
2016-09-28, Rooms very small if one body have a seat another one have to be stand or seat on the bed Air conditioner does not work the room is like a oven Lift does not work guest have to use fire stairs   Staff very kindness but does not fix the problems ,Booking.com,Euston
2016-09-28, The lift had broken down There was only one lift So it meant climbing up and down the stairs My travel agent contacted the hotel to book me an early morning transfer to Heathrow Airport The duty manager assured her it would be booked It was never booked Luckily I double checked and Kareem the concierge booked the transfer for me   Clean comfortable and closely situated to Euston St Pancras and Kings Cross Railway stations ,Booking.com,Euston
2016-09-25, I wonder how this tiny hotel been given a rate of 4 star personally it should 2 star hotel Only facilities availabe is a small gym breakfast room is very worm with uncomfortable seating The rooms been refurbished but Aircon are not working in some rooms Very small reception area with very few seating plus that elevator are out of service The WiFi signal are very week that i couldn t use at all Unprofessional day manager with bad attitude Careless stuff totally waste of money to stay in this   The only good thing about this hotel is it s location which is a walking distance to Euston railway station underground ,Booking.com,Euston
2016-09-22, Placed on third floor with no lift No apologies or forewarning and was very difficult for my husband who still recovering from major surgery   Room newly refurbished though small Breakfast staff very friendly and food good ,Booking.com,Euston
2016-09-21, Wi fi is sooooo bad AC is difficult to manage drinks are expensive bad value for money booking name is wrong as all the information in the booking sheet  Location,Booking.com,Euston
2016-09-19, The elevator was out of order and it was so difficult for me and my wife who has knees pain to climb the stairs to the 3rd floor twice and me 4 times The staff response looked like take it or leave it Very bad experience   Location,Booking.com,Euston
2016-09-14, The shower and bath facility should be better   Excellent location just 5 min from Euston station Convenience to travel in Centric location Convenient yet quite spacious surrounding area ,Booking.com,Euston
2016-09-08, The road traffic noise does get through into the room  We stayed in the King Deluxe The room was big and spacious The bed was very comfortable Bathroom was perfect just massive and spotless ,Booking.com,Euston
2016-09-06,  We stayed last minute due to disruption with the trains Reception and housekeeping staff were extremely helpful Breakfast choice and quality was excellent ,Booking.com,Euston
2016-09-01, Air conditioning and ventilation in the breakfast room was poor especially on a hot day   Service and welcome upon arrival Reception staff did their best to provide early check in and speedy check out ,Booking.com,Euston
2016-08-30, Small room Lift not working noisy air con road noise wi fi charge breakfast excluded small uncomfortable bed old rough towels  Location staff welcome,Booking.com,Euston
2016-08-28, Small bedroom but I get why in London  Trainee receptionist made sure I had a quiet room Evening meal head barman was very attentive and knew his stuff,Booking.com,Euston
2016-08-28, The staff were not informative or helpful Our requests for quiet room were met with a placement right next to the building works of the hotel and when contacted regarding adjoining room door which meant no soundproofing no assistance given Our room also had an additional portable bed placed in it which was not requested and made the room completely small We reduced our stay from 5 to 1 night and would never return Substandard on all levels ,Booking.com,Euston
2016-08-24, A little dated and no disabled or pushchair access to the entrance have to use stairs Undergoing refurbishment so maybe these points will be addressed   Breakfast was amongst the best I have ever had with freshly baked pastries omelettes waffles and pancakes made to order A few mins walk away from Euston Station so perfect location Friendly staff comfortable beds ,Booking.com,Euston
2016-08-23, The concierge The prices at the bar The room service menu The size and outlook and air con in the rooms But this is an old building with old fashioned room sizes and outlooks Ask for one with an outlook not at the back   I have stayed at this hotel several times over 8 years It has had had a renovation and the bathrooms are lovely although I hate showers over a bath with a small glass screen The rooms are small but the beds are comfortable and linen good Some rooms are very small and have no air con and no outlook as the one we rented for a half day between a cruise and a flight home We were thankful to store luggage and for a shower etc but thankfully we were not in the room for more than an hour 85 We went to the zoo 10 min by cab Don t agree to rooms up the few stairs from reception 82 83 etc etc And I am a Hilton member We had stayed for 2 nights before the cruise and the room was ok although small with no outlook but breakfast was good and the staff friendly and obliging Also Euston station is 5 min walk I return here as I know what i m getting and no surprises and its a nice breakfast The drinks at the bar were expensive A pasta dish for my grandson from room service was fine but the menu limited The concierge as had experienced from the last visit was pathetic waited and waited for any attention and there was no offer of help with the luggage but being Australian I am happy to do it myself and then I save the tip ,Booking.com,Euston
2016-08-23, Reception staff wernt very friendly on check in There was refurbishment going on that we were not told about prior to booking External noise is not very well blocked out and as a result didn t have the best of sleeps   Excellent location and very clean rooms Really comfy beds ,Booking.com,Euston
2016-08-21, The ongoing renovation still brings some inconvenience elevator staircase In few weeks the work should be completed and then there is nothing left to complain   The rooms are renovated and the cleaning was always good All the staff was very friendly and responsive for any request The breakfast offers a nice variety tip try the Nutella muffin Location in front of Euston station British Museum Kings Cross and St Pancras only a few minutes away Many good restaurants in walking distances ,Booking.com,Euston
2016-08-18, There s building going on meaning we used the staff lift and there were paper signs everywhere Thin Windows meaning we could hear everything on the road and not having us down initially for breakfast making us feel embarrassed   good choice at breakfast ,Booking.com,Euston
2016-08-12, The building work that was underway but it didn t impact too much  The concierge was so friendly and helpful he should be commended and his efforts to make everyones stay enjoyable,Booking.com,Euston
2016-08-11, Housekeeping entered room just after we arrived with no warning or knock on the door Long wait to be shown a table for breakfast and pit of tea never arrived   Friendly and helpful reception staff,Booking.com,Euston
2016-08-09, Didn t know about having to use the temporary lift as the others were being renewed It was the slowest lift ever   The bed was amazingly comfy Newly refurbished room and bathroom was really nice,Booking.com,Euston
2016-08-07, Very poor air con and very greasy breakfast on 2 nd day  Rooms were small air con was awful and renovations could be managed better 1 staff lift is not sufficient for guest numbers Great location the standard of breakfast varied from very good to very poor this seemed to be when different kitchen staff were on ,Booking.com,Euston
2016-08-07, Room was on the small side though was immaculately clean  Great location having used Euston as my arrival and departure station Easy to get into central London,Booking.com,Euston
2016-08-04, We had a room where the WiFi signal wasn t very good but other than that was a real experience thanks  Bed were very comfy and staff were pleasant Breakfast has a great range to choose from as well,Booking.com,Euston
2016-08-02, Noisy but this is understandable due to the location The room was small and could have done with a full length mirror in the room Only mirror was in the bathroom  ,Booking.com,Euston
2016-08-02, Nothing  Hotel was close to Euston station only 2 minutes walk away Camdon market was about 20 mintues walk Staff were very friendly helpful Excellent Indian restaurant straight across the road down a walk way Brilliant stay would recommend,Booking.com,Euston
2016-07-29, Room we were in backed onto corridor and air con was not very good also had two fans in room which was noisy and circulating warm air  Staff very friendly Breakfast very nice,Booking.com,Euston
2016-07-12, Other rooms being renovated so boxes and furniture against walls etc however difficult to do renovations with this and rooms are nice when finished but felt like I was in the way of the building works a little   Newly refurbished room very nice and clean Staff friendly food good Very good stay ,Booking.com,Euston
2016-07-12, The hotel is currently undergoing refurbishment we were not informed of this A crane arrived to be set up at 7am on the Sunday morning the lifts in the hotel were also not working This should all be reflected in the price of the stay but was not and the hotel did not inform us that they were having a lot of work done at the time of booking   Breakfast was great,Booking.com,Euston
2016-07-10, Too hot in room air conditioning seemed impossible to successfully operate despite staff help They brought a portable Unit but forgot to give it ice etc Also lifts taking ages to get fixed  Bar meal Breakfast,Booking.com,Euston
2016-07-10, Well it starts from the extremely dry unwelcoming and somewhat rude front desk staff and the non existing concierge I would have at least expected someone to ask me if i needed help with my bags since i had to deal with 5 of them Now after checking in we had to wait for around 10 minutes in a somewhat hot reception to get the service elevator since the other 2 are under renovation Everytime it stoped it was full of either staff of workers When we finally reached our floor it smelt like a worksite some airfreshners would have been nice The room itself is nice but was located near an emergency exit that woke us up everytime it slammed when closing Later that day after comming back from a walk we were then greeted by boxes almost blocking the hallways and minibars on the floors in front of everyroom this was followed by a maintenance person knocking on my door to check if he could install the fridge May i just point out that he must have been the most polite employee i encountered during my stay as he apologized for the mess and inconvenience Anyways im glad i only booked this place for one night I understand hotels renovate and need to work around guest but a few smiles some signs in the service hallways and a bit of courtesy doesn t hurt   The bed was comfy,Booking.com,Euston
2016-07-07, Airconditioning didn t work We asked them to look into it someone came up and told that it would take some time Well it took until I left the room and the temp was still 26 7 C  Breakfast was good ,Booking.com,Euston
2016-07-04,  Great Location for Euston and easy to get everywhere Rooms recently renovated so everything clean and new Plenty of choice for breakfast Good value for money ,Booking.com,Euston
2016-06-30,  The lobby staff were uncomfortably unhelpful and slightly rude This tarnished the experience for me as I ve stayed in many Hilton establishments prior and have never experienced this treatment The waiter and waitresses at breakfast were a different story however SO helpful polite and made us feel extra special and as though nothing was too much to ask for could do with passing some of this on to the desk lobby staff ,Booking.com,Euston
2016-06-21, Ridiculous price for breakfast bags were lost and found damaged when held in the back office on day of leaving including a present in a box from Hamleys toy store  ,Booking.com,Euston
2016-06-03, The hotel room was so hot that we had to use an electric fan so we didn t sleep very well  The bed was very comfy pillows lovely room and bathroom very clean Breakfast amazing with loads of choice,Booking.com,Euston
2016-05-31, Only down side was due to refurbishments the restaurant wasn t open   Lovely and comfy Perfect stay for me and my hens Family room really spacious Very good breakfast ,Booking.com,Euston
2016-05-24, The view from our room was of their gymnasium which was being renovated and was basically a construction site See my photo of our view from the deluxe double room There was no natural light in the room There was a problem checking in as they couldn t find my booking even though I d already paid in full Took around 20 uncomfortable minutes for them to find my booking About half an hour after I d been in my room two men entered saying that they had the room Shocked that they had a key card and were able to open the door Very concerned about safety and security after that As a result of all of this I didn t think it was acceptable for over 300 for just two nights   Breakfast was great Exactly what I wanted The location was great and the room was clean The room in itself was fine but let down by the many negatives ,Booking.com,Euston
