date,text,website,hotel
2017-06-16,  Very clean modern comfortable size rooms Very quiet and beds comfortable The reception staff were very friendly and welcoming the breakfast room staff also friendly and always kept tables cleared and food topped up very good breakfast selection Location excellent close to Victoria and Pimlico stations nice selection of local restaurants serving good quality food at mostly reasonable prices Also close to a lot of major sites of interest The area felt very safe and good mix of small hotels and solid residential apartments Highly recommend,Booking.com,Belgrave
2017-06-14,  Sara and Sarah on reception went above and beyond the call of duty to trace my husbands camera which he had left in a black cab The taxi driver who unfortunately didn t leave his name returned the camera later that evening and on our return it was In our room with a lovely note from Sara and Sarah ,Booking.com,Belgrave
2017-06-11, We had a difficult time finding the hotel on the first day We walked from Pimlico station and we were looking for the hotel sign but completely missed it because the sign was so small and indiscreet printed on a post outside of the front entrance   We enjoyed our one week stay at the hotel The staff were extremely friendly and helpful It was just a short walk to get to either the Pimlico or Victoria Tube stations Our room was very clean and comfortable nicely updated and modern We appreciated that the hotel provided us with a complimentary smart phone that was preloaded with maps and city guides very handy for first time visitors There was a nice selection of items for breakfast and the service and setting were excellent ,Booking.com,Belgrave
2017-06-09, Can t think of anything I had a problem with  Very nice hotel Room small but it was all that was needed and not smaller than other hotels I ve stayed in when in central London Brilliant shower although make sure you let the water in both the normal shower and the Cascade warm up before you switch from one to the other or you could get a shock Comfortable bed quiet room friendly staff and good continental breakfast with plenty of staff around to help My partner s brother and his partner live in Sweden and mentioned they plan to use this hotel for their base in the future when in London ,Booking.com,Belgrave
2017-06-03, Nothing  Great hotel 2 nights Walking 10 minutes to Victoria s station 20 minutes to Buckingham Palace Staff very helpful Breakfast brilliant Hotel surrounded by great restaurants pubs and coffee shops Rooms small but very clean and all the facilities Book this hotel with confidence you won t regret it ,Booking.com,Belgrave
2017-05-31, Couldn t get aircon to work but as middle of night didn t report it It was unfortunately very humid but room was fine after thunderstorm   Fabulous location close to Victoria but quiet excellent room facilities exceptionally clean newly refurbished great extras in the room delicious breakfast and friendly staff Nice restaurants close by ,Booking.com,Belgrave
2017-05-30, Room was extremely small   Close to Victoria Station Friendly staff Fabulous Italian restaurant just down the street Try O Solo Mio when in Belgravia area of London ,Booking.com,Belgrave
2017-05-30, Room was a bit small but that s what you get in London Shower head was leaking and spraying all over the side of the shower door  Very new and clean Good location ,Booking.com,Belgrave
2017-05-28, Nothing  The staff were so friendly and helpful The bed was also very comfortable The phone was also very handy The central location made it easy to walk to many of the sites of london,Booking.com,Belgrave
2017-05-25, Lovely hotel but very noisy room in the basement so got little sleep Raised the problem with front desk but nothing done or offered to resolve this very poor service  clean hotel,Booking.com,Belgrave
2017-05-23, Really couldn t fault the hotel and facilities maybe only the cost of a cup of tea in the lounge but that is all  Bed was superb Staff couldn t have been more helpful Breakfast was perfect Loved the extra mobile phone in the room and nespresso coffee machine,Booking.com,Belgrave
2017-05-23, The door could not be locked from inside they fixed it after reminding them lots of times there was no hot water for one day we could hear the people walking above us because of the thin roof same breakfast everyday we stayed 6 days and paid 1 300 pounds to have all the above issues The person anchorage did not bother to even appologize instead telling the staff what to tell us  ,Booking.com,Belgrave
2017-05-13, Slightly bigger room would have been nice but no big deal I stayed in an executive double with a colleague We worked in the lounge so the work desk while nice sized took up breathing space in the room   Much more of an intimate boutique hotel than is suggested by the picture The room we had was smallish for 2 people but not by European standards The bed was comfortable the staff was very accommodating and the continental breakfast was fantastic cold meats cheeses yoghurt fruit croissants and on and on Really nice bathroom with rainfall shower and yummy toiletries The lounge has a couple different seating areas and the bar was always open The location is excellent just a stone s throw from Pimlico underground ,Booking.com,Belgrave
2017-05-12, small rooms no hot water for first 24 hours due to broken boiler good area for Apollo Victoria theatre  comfy bed nice decor in reception and breakfast areas lovely coffee,Booking.com,Belgrave
2017-05-11, The room was too small for 2 people we didn t even have place to put our suitcases The bed was terrible the hotel can invest in some new mattresses We were very disappointed we paid a lot for nothing We should rather have stayed at a chain hotel   The breakfast was good The location of the hotel is good near to the Victoria station where we left our rental car ,Booking.com,Belgrave
2017-05-08, I would have liked to have had a bath in our executive room but that didn t detract from the overall fabulous stay For non business travellers it would have been nicer for guests to have a later breakfast time   Super comfy bed lovely spacious room Perfect for an overnight stay as a couple for a special occasion Shower was great as was breakfast Would definitely recommend as the location was only 5 minutes walk from Pimlico and the staff were really helpful and friendly ,Booking.com,Belgrave
2017-05-04, There was some noise from the room above which woke me up at 2am I guess this was because there is no sound proofing or people coming in at 2am don t tend to be aware of the noise they make  The service was good and the room was fine if a little small even though I knew it was a single room The location was excellent for me ,Booking.com,Belgrave
2017-04-30, Noisy i e people from above can be heard walking across the floor from our room woken up from music being played from the restaurant before breakfast was served   Modern comfortable bed and clean Shower is great ,Booking.com,Belgrave
2017-04-30, Noise from above We were in 401 and there was noise all night sounded like someone was constantly walking up and down on creeky boards which was hard to sleep 2nd night   Breakfast was lovely All fresh Nice touches to room with toiletries slippers etc,Booking.com,Belgrave
2017-04-28, Small bar with limited beer options   The room was bigger than I expected I was in a room at ground level and right at the foot path outside and the busy road but the sound insulation was great Really friendly and helpful staff Good location with public transport available and pubs all around if you look ,Booking.com,Belgrave
2017-04-28,  We were very happy with the staff Manos in particular could not have been any more accommodating Loved the free phone to take around the city that the hotel offers The breakfast included everything and was never out of anything Close to underground transportation which makes the location very good ,Booking.com,Belgrave
2017-04-27, Could not sleep well The aircon in the room does not work and has to be controlled form the reception The amount of noise made early in the morning made it impossible for me to sleep   The location was brilliant Facilities offered were good ,Booking.com,Belgrave
2017-04-25, Couldn t fill kettle from bathroom tap due to design of mixer tap and restricted sink space Could not fit one of my chargers in mains socket due to overhanging shelf   Fresh new clean environment Great location Wifi access Restaurant Bar ,Booking.com,Belgrave
2017-04-25, Size of the room My partner had just finished the London Marathon and struggled to navigate round the bed due to lack of space   Clean and comfortable room very quiet ,Booking.com,Belgrave
2017-04-24, Only stayed for 1 night wish it had been more   Room was clean warm and comfortable staff were friendly polite and professional Breakfast was excellent plenty of choice well cooked and presentable Everything was accessible from hotel ,Booking.com,Belgrave
2017-04-18, It ll be good if they installed some clothes hooks on the wall Not much space to hang coats etc   Nice modern rooms Loved the nespresso coffee slippers toiletries etc Very well thought Was really impressed with the free use of Handy a device for us to surf net etc and the night snack delivery service We arrived at 10pm and was so hungry and tired So it s really a nice touch Great location Bus stop for 24 is just nearby You can walk to Pimlico or Victoria station Or walk to Buckingham palace Westminster etc ,Booking.com,Belgrave
2017-04-18, We were in a basement room so the view was nt great Like all London hotels the rooms are small The disadvantages were well out weighed by the advantages  All the members of staff we encountered were bright welcoming and helpful most impressive It s a peaceful location very near to the bustle of Victoria station The breakfast was good the full English perfectly cooked to order ,Booking.com,Belgrave
2017-04-17, The only complaint was that you had to pay an extra 4 each per day for a full breakfast  The staff was all really helpful and friendly the rooms are clean and the bed was really comfy,Booking.com,Belgrave
2017-03-31, Unpolite staff in the breakfast room Nice looking bathroom but no place to hang clothes no space by the sink The floor uneven in the room We heard every step from the guest above us starting very early in the morning  Nice balcony good location,Booking.com,Belgrave
2017-03-28, Warmer room on arriving   Staff were fantastic extremely knowledgable about london transport theatres attractions and nothing was too much trouble Breakfast first class and cleanliness of rooms and all areas pristine,Booking.com,Belgrave
2017-03-17,  The staff were very friendly Anybody booking a hotel room in central London should manage their expectations of the size of room they are going to get The room here was Bijou but was adequate for my purposes Room was saved by having rainfall shower rather than a bath and by having a queen bed rather than a full size double but since I was travelling alone this was fine The hotel is within walking distance of Pimlico tube and in a very nice area of London,Booking.com,Belgrave
2017-03-14, Couldn t fill kettle under tap Bed was a little soft   Room was described as compact and was exactly that But enough room for bed bathroom and hospitality tray and TV Liked decaf coffee being present without having to ask for it Check in was very friendly Included Continental breakfast was perfectly adequate ,Booking.com,Belgrave
2017-03-08, My room on the ground floor at the back 03 seemed to be a little cold for sitting in the room even though I played with the wall heat controller However the room temperature was fine for sleeping   Location is great for walking to Victoria Rail Station to get the Gatwick Express ,Booking.com,Belgrave
2017-03-08, Our Double room was extremely clean and modern but too small for 2 adults for 2 nights No wardrobe or anywhere to put luggage which was a shame but would still reccomend  Very clean hotel close to the amenities we wanted,Booking.com,Belgrave
2017-03-06, Very small room looking out on a brick wall Asked for a top floor room was given first floor People in room above stomping around at 6am for hours No soundproofing No storage space for clothes We have visited on previous occasions but this time not so good   Location,Booking.com,Belgrave
2017-03-06, Going home   The stay was fantastic from start to finish We couldn t fault the service facilities The staff were very friendly and professional The room was superb as was breakfast ,Booking.com,Belgrave
2017-03-05, The size of the room we had an executive double it was very small   The breakfast was lovely lots of choice and well presented All staff were very helpful and welcoming The decor and attention to detail in all areas of the hotel including the room was excellent ,Booking.com,Belgrave
2017-03-04, It s an older buildung that was recently renovated but the rooms are badly isolated It could be less comfortable if you have loud neighbours   Good located nice hotel for younger people The staff was friendly and we could go to our room earlier than stated without extra charge A great benefit was the phone we received for usage on the go with internet very handy if you quickly need to check a location on google maps ,Booking.com,Belgrave
2017-03-03, The sink location underneath a shelf in the bathroom meant I was unable to wash my face without having my head on the shelf Not enough space to store my wash things in the bathroom Lots of lights in the room however no main light left the room very dim Only mirror in the room on the wardrobe   The bed was comfortable Friendly staff ,Booking.com,Belgrave
2017-03-02, Only issue was on last night when the occupants of room above were moving about a lot in the night and disturbed my wife s sleep Suspect it was noisy due to laminate floors and lack of noise insulation below the top surface or ceiling of room to dampen the sound Not entirely hotel fault as cannot control guests nocturnal movements and they were not being loud and rowdy in any way but perhaps had a middle of the night start Consider we were unlucky to have those guests above us for that night and it would not put us off returning another time  Breakfast was excellent quality and replenished by staff who were both efficient and courteous Whole hotel was clean and welcoming with very friendly staff Good pleasant location away from noise and disturbance of the city but within close walking distance to most of what you want to see as a tourist in London ,Booking.com,Belgrave
2017-02-27, No negatives If they had an evening restaurant may be good   Every where was so clean Decor exellent Shower rooms small but very adaquate Staff lovley Pimlico is a great area to stay Easy walk to Victoria and Pimlico underground Will be the place I stay when visiting London ,Booking.com,Belgrave
2017-02-25, Below average breakfast definitely not at a 4 star hotel level Asked to pay at check in pretty unusual for a 4 star hotel reception staff not very attentive and customer oriented Hard to identify the location in absence of a visible logo except a very discrete one on the column next to the entrance no ashtray in front no trash can in the lobby   Clean good room facilities comfortable bed Excellent coffee maker cell phone companion with free wifi and calls ,Booking.com,Belgrave
2017-02-24, Limited clothes storage in the room but it was fine for a 1 or 2 night stay Everything else was good   Handy for underground and major tourist attractions Good continental breakfast included Super efficient check in and when we checked out they stored our luggage until later in the afternoon ,Booking.com,Belgrave
2017-02-23, I don t think it could have been better  First time at a London hotel where I haven t looked forward to my own bed Bed was excellent Also to be given a smartphone for the duration with free calls and 4G was wonderful ,Booking.com,Belgrave
2017-02-23,  Quiet room friendly staff excellent breakfast facilities my room on the fifth floor had a wide view of the London rooftops with Battersea Power station in the background ,Booking.com,Belgrave
2017-02-13, The bathroom was far to small  The bed was really comfy the room clean and nice The bathroom was far to small it was difficult to dry yourself after the shower due to no room ,Booking.com,Belgrave
2017-02-12, No coat hooks in room Could have had boiled eggs available at breakfast  Nice comfortable modern room Excellent shower Nice quiet Nice location Good breakfast,Booking.com,Belgrave
2017-02-11, The room could have been a bit bigger and the bathroom too we felt like we were falling over one another at times Explanation on how to use the information panel on the outside of the room to let staff know you didn t want to be disturbed bit awkward when we were getting ready to go out   Very comfortable bed and big too Good that you can actually open the window in the room too The shower was really nice and big just what you needed Good beverage prices especially for London ,Booking.com,Belgrave
2017-02-10, No instructions for the air conditioning room cold but sorted  Very comfortable great location within walking distance of Victoria station about 8 minutes Plenty of restaurants around Staff very friendly and helpful Very clean,Booking.com,Belgrave
2017-02-08,  The hotel was far better than expected considering the price I paid for London area It is central not far from museum s In the evening when to an excellent little bistro about 2 hundreds yards across the road ,Booking.com,Belgrave
2017-02-07, Nets on bathroom window not just blinds And the bedroom window doors were faulty very difficult to close once opened   Room cleaned daily and drinking facilities replenished daily Very good that we were able to leave our bags behind reception before check in ,Booking.com,Belgrave
2017-02-06, The noise of the floor above us when someone was walking was quite annoying and disrupted our sleep i think it was a cleaners room above us there were a lot of footsteps from 7 onwards in the morning   Staff were friendly the beds were comfy location was good and breakfast was good ,Booking.com,Belgrave
2017-02-06,  Excellent hotel in a perfect location if you are visiting the Apollo Theatre to watch a show About 10 minute walk from Victoria Coach Station and walking distance to Buckingham Palace If you don t fancy walking to Buckingham Palace a cab is less than 10 and the train station is a 5 minute walk away from the hotel Staff are very friendly and allowed us to keep our luggage after check out to save us carrying it around the city with us Will definitely be returning the next time I m in London ,Booking.com,Belgrave
2017-01-31,  Very clean and nice furnished rooms The staff was super friendly and helpful The location was perfect for sightseeing and also for going out at night due to bus stops and underground stations in walking distance Would definitely recommend staying there ,Booking.com,Belgrave
2017-01-30, Bedroom onto main road so with the window slightly open it was a very noisy especially for a light sleeper Other than that excellent   Lovely hotel Nice room comfortable clean modern The breakfast was excellent A huge choice more than I was expecting Staff were friendly and very helpful I would recommend staying here ,Booking.com,Belgrave
2017-01-28, The main issue was that we both had a cold shower in January which was very poor and shouldn t happen in a hotel with such high rates Staff seemed off they could smile more and be more helpful although bar man was great   Clean well appointed room in a great location,Booking.com,Belgrave
2017-01-27, The breakfast was very nice very fresh but surprised you had to pay more for any cooked food   The single room is very compact but very well laid out ,Booking.com,Belgrave
2017-01-27, Limited space to move around for a couple with small suitcases Even with ac heating off constant noise running through the pipes causing a disturbed night s sleep   Great location close to Pimlico station and restaurants Clean rooms and friendly staff ,Booking.com,Belgrave
2017-01-10, No heating in the bathroom a very minor issue as once the bedroom was heated it wasn t really noticeable anymore  Lots of amenities supplied in your room Good continental breakfast for the price Nice quiet location very close to the city centre,Booking.com,Belgrave
2017-01-02, Only downside was that breakfast wasn t included in the price  We loved the room it was gorgeous it was also very roomy and clean The bed was huge and more importantly it was really comfortable We would definitely stay here again,Booking.com,Belgrave
2017-01-02, We stayed here last year for new year and it was fabulous hence our return for this years celebration Unfortunately it wasn t as good Our first night 30th Dec fire alarm went off at 5 am not one member of staff met us at the stairs Another guest informed us it was a false alarm had it been for real I m not sure we d have been directed safely out of the building We got no apologies for our trauma We stayed another night 31st Dec spent the evening with family and watched the fireworks got back about 2 pm and ready to sleep no chance one of the rooms had a party eventually the noise stopped but resumed at 8 in the morning So we got very little sleep Even though its was new year I would of expected the hotel to ask them very quickly to have some respect for other residents   Near to Westminster and family that live near by ,Booking.com,Belgrave
2017-01-02, Service could be better no extra towels no bathrobes Room was not clean with broken window and cracked walls No natural light from outside in lower ground floor Heating was off at most of times and was not working at all in bathroom Overpriced 300 a night definitely not 4 hotel max 3 Will never stay there again   Comfortable bed good size TV Nespresso in executive room ,Booking.com,Belgrave
2017-01-01, bedroom bathroom are compact but clean and well decorated  friendly staff superb continental breakfast clean great location near Victoria Station River Thames can walk to Westminster fridge and Nespresso provided poppy head shower ,Booking.com,Belgrave
2016-12-31, I think we were just unlucky with the room we were given there were stairs and staff rooms behind us also the room above us sounded like it had wooden floors and we could literally hear everything if the rooms were sound proofed this hotel would be almost perfect   The hotel was absolutely beautiful in a fairly quiet relaxed location with some great restaurants pubs nearby,Booking.com,Belgrave
2016-12-21,  As usual perfect location and very nice room we booked a superior this time Breakfast was excellent and staff very polite and helpful Thank you again ,Booking.com,Belgrave
2016-12-20,  Small room at the ground floor but really comfy hotel is really close to Victoria Station almost 10 min by walk I would definitely recommend this hotel ,Booking.com,Belgrave
2016-12-20, It is a bit of trek to the places in which I work but well worth it for the size and comfort of the room   Good sized rooms for London with helpful staff ,Booking.com,Belgrave
2016-12-18,  Everything about our stay at the Belgrave Hotel was amazing and there is nothing better than having a great hotel to make your stay in a new country special The cost was great and included free wifi and free breakfast which by the way was SO good The staff is very friendly The location is incredible right next to an underground station and a bus stop and only a quick 20 minutes to get to Central London Everything there is very comfortable and very clean which was so important to me when deciding on a hotel to go with Highly recommend and would definitely book again ,Booking.com,Belgrave
2016-12-18, Nothing  Excellent the room was fantastic food more than you could wish to eat spotlessly clean every where Staff lovely Manager a lovely man very very helpful This is our third stay at this beautiful hotel will definitely be back again ,Booking.com,Belgrave
2016-12-14, slightly small room but that s London No in room Complimentary drinking water   Great location safe and quiet neighborhood just 3 minutes away from Pimlico tube station and 15 minutes from Westminster Big Ben etc Great a la carte breakfast ,Booking.com,Belgrave
2016-12-14, Breakfast was ok but for the price we decided to pick something up elsewhere on the second morning  decent location quiet street with tube station a few minutes walk Bedroom well equipped,Booking.com,Belgrave
2016-12-13, The heating was probably not working very well and it was rather noisy The strong noise coming from upstairs partly due to the insufficient floor insulation from other guests   Cleanliness decent size single room by London standards location very close to Victoria Train and Coach Stations The continental breakfast was very good and varied including lots of fresh fruit yoghurt and croissants In may case it was included in the room price but otherwise it was very reasonably priced by London standards about GBP 11 for a the self service continental option but if you paid some extra pounds you could have some cooked options ,Booking.com,Belgrave
2016-12-13, Minor inconveniences Bathroom light switch only by one side of bed Nothing by bathroom door Considering the small room the desk could ve been smaller allowing for easier movement around the room   Cleanliness of room and bathroom capsule machine for a decent in room coffee,Booking.com,Belgrave
2016-12-13, Nothing  The hotel was super clean breakfast excellent and close to all facilities and things to do in London I really recommand this hotel and will for sure go back,Booking.com,Belgrave
2016-12-12, After checking in which was nice and swift we went to put our luggage in the room and found the cleaner in it who said she was just checking it we had just seen her in reception The bedcover had a couple of dirty marks on it We Informed reception and it was changed small room and the bathroom was tiny although the shower was a good size we found the sink was over sized so you needed to squeeze your way in to get to the shower and toilet the light switch to the b room was in an odd place and couldt find the switch to use the toilet in the night Banged my Toe once or twice but no harm done   The hotel entrance was nice and open and the breakfast dining area was bright and modern Nice walk in shower very modern room although it was small 101 Staff were polite The Buffet at Breakfast was very nice Area was ok and was good For walking to the attactions which took about 30 45 mins Tube was ok although if you go to Covent Garden to see the shows you need to get 2 Tubes there and back so a bit of a trek But overall not bad ,Booking.com,Belgrave
2016-12-09, Maybe a second chair in the room though it was no real problem   Friendly but professional staff Decor and ambience excellent Very good breakfast with lots of choice Standard room is on the small side but suited our need for an overnight stay Staff happy to store our luggage during the day until time for our bus Also happy to serve tea in the foyer till time to leave ,Booking.com,Belgrave
2016-12-06, Nothing negative to say at all   The hotel was in a lovely area close by to Victoria station I asked for a room with a view and I certainly got that Thank you so much for a lively stay ,Booking.com,Belgrave
2016-12-05,  Breakfast was really good Hotel was clean staff was nice hotel was near center of London If i were in London again i will back to this hotel for sure ,Booking.com,Belgrave
2016-12-04,  Bed was extremely comfortable I had forgotten my toothbrush and toothpaste and these were given to me at no charge Breakfast was excellent with amazing croissants ,Booking.com,Belgrave
2016-12-01, The bathroom was rather cold which also made bedroom chilly   Good central hotel for sight seeing situated conveniently between two underground stations Very comfortable bed Friendly helpful staff ,Booking.com,Belgrave
2016-11-23,  The room was perfect for all the time we spent in it clean and comfortable We had breakfast included and both mornings it was lovely Very friendly and helpful staff ,Booking.com,Belgrave
2016-11-21, Nothing very satisfied with the hotel We will go back for sure   Location it s very close to Victoria station but still very quiet at night so we could enjoy our quiet room Room was excellent I strongly recommend taking their breakfast ,Booking.com,Belgrave
2016-11-21, Single rooms adequate but very small especially shower room also very cold as heating not activated until key card inserted Took a while to heat up   Very nice public areas and breakfast room lovely breakfast buffet very friendly and helpful staff Relaxing ambience ,Booking.com,Belgrave
2016-11-18, the room was so tiny i could hardly move The bathroom sink was over the toilet it was that small OK for one night on business but not for a weekend trip to London   location clean rooms,Booking.com,Belgrave
2016-11-16, Not much at all Everything was great   From the moment I arrived at the Belgrave I was met with a warm welcome by George Even though I arrived early and my room was not yet ready George graciously took my bags so that I could start my day off exploring this beautiful city He also was exceptionally knowledgeable on the best routes for me to take In addition I found the location to be extremely convenient to the Victoria station coming in from Gatwick airport on the Gatwick express which I highly recommend and a short walk to the Pimlico station from the hotel You can either walk from Victoria station 12 mins or take the Victoria blue line one stop to Pimlico 5 minute walk to the hotel An Uber was about 5 pounds I also recommend Uber getting around as opposed to taxis as they are much more cost effective I found the Belgrave hotel also very walkable to many of the main attractions I was able to walk to Tate Modern and continue up the road to Westminster Abbey House of Parliament and Big Ben to name a few I also was able to get around using the tube which is pretty easy once you get your bearings on the routes The nice thing is there is always someone in the station to direct you This a boutique hotel which is nice change from the big chain hotels I felt as though I was living among the Brits that may also reside along the row of townhouses on Belgrave The hotel is very new and clean The room is a decent size and average for oversees and the bathroom was large and roomy It was stocked with tea and coffee They even give you biscuits and water There was a refrigerator great as their is a wine store around the corner safe full size hairdryer iron and the wi fi was very good Housekeeping did an excellent job at cleaning the room each day They even washed my champagne flute each day for me I don t think you can beat the price either Also I would like to add I m a solo female traveler and I felt extremely safe from walking to and from the tube even in the evenings ,Booking.com,Belgrave
2016-11-16, Nothing no faults at all  Staff could not be more helpful or friendly the room was excellent little extras like bath robes and slippers plus a helpful little mobile fone you can use that is a trip advisor and guide plus free local rate calls ant internet will definitely stay here on my next visit to London,Booking.com,Belgrave
2016-11-12, Room slightly small ok for a night or two but no more   Very friendly helpful staff Relatively quiet Clean nice atmosphere close to Victoria Station,Booking.com,Belgrave
2016-11-12, This was our second visit and this time was disappointed to be given a front room which was noisy from the traffic also early morning we could hear the bins rubbish being put out which woke us  I really enjoyed the choice of the continental breakfast a fab selection of fresh fruit with a lovely tasting yogurt also lovely pastries Very comfortable bed and pillow,Booking.com,Belgrave
2016-11-08, Room was very noisy especially in the morning as we placed next to thoroughfare even though we had requested a quiet room No compensation was offered   Proximity to London Victoria,Booking.com,Belgrave
2016-11-07, Noise from guests staying in above room room quite small for an executive suite  Good location easy getting to sights breakfast was ok could of had a few hot dishes as you get these on the continent ,Booking.com,Belgrave
2016-11-07, Personal choice the pillows weren t great for me   Close enough to Underground and Coach station Fantastic room with great view and good space High levels of cleanliness Excellent continental breakfast buffet as lots of variety of bread pastries jam etc Friendly and helpful staff ,Booking.com,Belgrave
2016-11-05, Nothing not to like  We love this hotel The location in Pimlico is perfect We had a top floor room from which we had a view of the London Eye Very quiet room nicely appointed ,Booking.com,Belgrave
2016-11-01, Nothing to dislike   The location is great for arriving and leaving London from Victoria station 2 minute walk to Pimlico tube station Service is friendly and efficient rooms are comfortable with all of the usual facilities Breakfast is excellent ,Booking.com,Belgrave
